geoid,ua_name,-1_perc_penalty,avg_perc_penalty,75_perc_penalty,85_perc_penalty,95_perc_penalty
28700,"Kingsport-Bristol, TN-VA",1,1.1917045927081888,1.376041667,1.5,1.6923958330000002
38340,"Pittsfield, MA",1,1.2791939645201305,1.5473958330000002,1.6575,1.7559375
48260,"Weirton-Steubenville, WV-OH",1,1.2543483843651846,1.5125,1.615104167,1.7285416669999998
48540,"Wheeling, WV-OH",1,1.2543483843651846,1.5125,1.615104167,1.7285416669999998
29540,"Lancaster, PA",1,1.2149295367633277,1.434375,1.53125,1.6720833330000002
30140,"Lebanon, PA",1,1.2149295367633277,1.434375,1.53125,1.6720833330000002
17460,"Cleveland-Elyria, OH",1,1.2738306552762824,1.5270833330000002,1.6625,1.765
45940,"Trenton-Princeton, NJ",1,1.2214770965740995,1.3979166669999998,1.5385416669999998,1.7094791669999998
17140,"Cincinnati, OH-KY-IN",1,1.2159041034985385,1.434375,1.5203125,1.677395833
31340,"Lynchburg, VA",1,1.191367229330437,1.361458333,1.467708333,1.65
12980,"Battle Creek, MI",1,1.275505510147812,1.544791667,1.6625,1.765
38300,"Pittsburgh, PA",1,1.2307940174738776,1.4489583330000002,1.5897916669999999,1.71375
22900,"Fort Smith, AR-OK",1,1.1822849751599946,1.325,1.431770833,1.6603125
10900,"Allentown-Bethlehem-Easton, PA-NJ",1,1.2488763559593412,1.5109375,1.6186458330000002,1.730833333
15500,"Burlington, NC",1,1.172019516037098,1.322083333,1.4625,1.694166667
24660,"Greensboro-High Point, NC",1,1.172019516037098,1.322083333,1.4625,1.694166667
39340,"Provo-Orem, UT",1,1.2655721876477417,1.4785416669999998,1.5821875,1.678125
35980,"Norwich-New London, CT",1,1.2370108347517723,1.454166667,1.5541666669999998,1.6916666669999998
20100,"Dover, DE",1,1.2160287149046582,1.4270833330000001,1.5541666669999998,1.7265625
30780,"Little Rock-North Little Rock-Conway, AR",1,1.1586603274775904,1.2647916670000001,1.4004166669999998,1.609375
11020,"Altoona, PA",1,1.264949499191054,1.506770833,1.630416667,1.730833333
16820,"Charlottesville, VA",1,1.1636247993720037,1.3275,1.421041667,1.6296875
22140,"Farmington, NM",1,1.242463146656134,1.4921875,1.5473958330000002,1.6560416669999998
42140,"Santa Fe, NM",1,1.227178315678243,1.4753125,1.5698958330000001,1.658541667
21420,"Enid, OK",1,1.2217935267925215,1.39375,1.5270833330000002,1.6823958330000002
47220,"Vineland-Bridgeton, NJ",1,1.196932924264282,1.4192708330000001,1.498958333,1.6396875
22180,"Fayetteville, NC",1,1.1488684607636108,1.271666667,1.4338541669999998,1.587291667
39900,"Reno, NV",1,1.2325339846677568,1.460833333,1.555833333,1.6713541669999998
46140,"Tulsa, OK",1,1.1882646401976429,1.317083333,1.4572916669999998,1.6557291669999998
39300,"Providence-Warwick, RI-MA",1,1.2532770715580746,1.513541667,1.6015625,1.713020833
47380,"Waco, TX",1,1.1361309899121492,1.1570833329999999,1.314166667,1.5385416669999998
35620,"New York-Newark-Jersey City, NY-NJ-PA",1,1.2031798725099188,1.3833333330000002,1.5119791669999998,1.6432291669999999
28140,"Kansas City, MO-KS",1,1.2092956289396202,1.4057291669999998,1.5,1.6489583330000002
29740,"Las Cruces, NM",1,1.1420822259599115,1.261666667,1.337708333,1.4760416669999998
33540,"Missoula, MT",1,1.3249012925980652,1.5771875,1.6510416669999999,1.765
25420,"Harrisburg-Carlisle, PA",1,1.2415248961074752,1.497916667,1.5677083330000001,1.71375
16060,"Carbondale-Marion, IL",1,1.2177204253787621,1.3979166669999998,1.5171875,1.696666667
24860,"Greenville-Anderson, SC",1,1.1632911191117157,1.312916667,1.4392708330000001,1.6291666669999998
46300,"Twin Falls, ID",1,1.281409471252975,1.5,1.6015625,1.6838541669999998
31180,"Lubbock, TX",1,1.1729881933568698,1.344583333,1.4202083330000002,1.5661458330000002
22220,"Fayetteville-Springdale-Rogers, AR",1,1.1814954981776318,1.325,1.4614583330000002,1.6535416669999998
25180,"Hagerstown-Martinsburg, MD-WV",1,1.1862065249978184,1.3833333330000002,1.477395833,1.615104167
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1,1.1718911893230817,1.323333333,1.4484375,1.612604167
12580,"Baltimore-Columbia-Towson, MD",1,1.2072668044331265,1.405104167,1.5203125,1.6753125
28940,"Knoxville, TN",1,1.1822744265550358,1.3372916670000001,1.4807291669999998,1.6575
34100,"Morristown, TN",1,1.1822744265550358,1.3372916670000001,1.4807291669999998,1.6575
10180,"Abilene, TX",1,1.158789192380405,1.231041667,1.3790625,1.5935416669999998
48620,"Wichita, KS",1,1.2437061834018428,1.468645833,1.5744791669999998,1.69875
23900,"Gettysburg, PA",1,1.2178298511626255,1.4416666669999998,1.559375,1.705208333
16540,"Chambersburg-Waynesboro, PA",1,1.2178298511626255,1.4416666669999998,1.559375,1.705208333
27860,"Jonesboro, AR",1,1.2098077662690674,1.3979166669999998,1.542395833,1.6923958330000002
41700,"San Antonio-New Braunfels, TX",1,1.113376119211102,1.12375,1.207916667,1.3864583330000002
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,1.2178347974767334,1.446354167,1.551354167,1.6959375
11100,"Amarillo, TX",1,1.1968671962323352,1.3865625,1.477604167,1.6223958330000001
24300,"Grand Junction, CO",1,1.2472015731550514,1.500104167,1.6015625,1.6848958330000001
12220,"Auburn-Opelika, AL",1,1.1081835457207616,1.211666667,1.3439583330000002,1.5036458330000002
41620,"Salt Lake City, UT",1,1.248697861227954,1.4692708330000002,1.5677083330000001,1.6645833330000002
21500,"Erie, PA",1,1.2840640990389047,1.5270833330000002,1.6625,1.7607291669999998
27340,"Jacksonville, NC",1,1.1297439988405982,1.226875,1.393125,1.58125
39150,"Prescott Valley-Prescott, AZ",1,1.1820991333058166,1.3715625,1.44125,1.5554166669999998
48660,"Wichita Falls, TX",1,1.1567422778799388,1.258125,1.3853125,1.5397916669999998
12060,"Atlanta-Sandy Springs-Alpharetta, GA",1,1.1379261751459826,1.231666667,1.3541666669999999,1.5473958330000002
43300,"Sherman-Denison, TX",1,1.1625113412853632,1.231458333,1.36875,1.6015625
26140,"Homosassa Springs, FL",1,1.0754768956748533,1.078125,1.161875,1.330208333
36100,"Ocala, FL",1,1.0754768956748533,1.078125,1.161875,1.330208333
45540,"The Villages, FL",1,1.0754768956748533,1.078125,1.161875,1.330208333
38940,"Port St. Lucie, FL",1,1.0500503441057458,1.065416667,1.104791667,1.219166667
20500,"Durham-Chapel Hill, NC",1,1.1588168335064415,1.342083333,1.4416666669999998,1.568958333
39580,"Raleigh-Cary, NC",1,1.1588168335064415,1.342083333,1.4416666669999998,1.568958333
13820,"Birmingham-Hoover, AL",1,1.1245146780073778,1.226666667,1.3510416669999998,1.5583333330000002
49180,"Winston-Salem, NC",1,1.1372782379944029,1.2621875,1.378229167,1.588020833
30020,"Lawton, OK",1,1.1531177521816434,1.283854167,1.3646875,1.5130208330000001
32820,"Memphis, TN-MS-AR",1,1.1491077178717488,1.260833333,1.391666667,1.58125
11700,"Asheville, NC",1,1.1831081212179115,1.378541667,1.4839583330000001,1.6166666669999998
25860,"Hickory-Lenoir-Morganton, NC",1,1.1569619255879615,1.292916667,1.406145833,1.5922916669999998
19100,"Dallas-Fort Worth-Arlington, TX",1,1.1367738472832196,1.2144791670000001,1.317395833,1.485416667
44940,"Sumter, SC",1,1.1388285960801088,1.26125,1.390625,1.5609375
33260,"Midland, TX",1,1.1321233075670072,1.233958333,1.320208333,1.4791666669999999
36220,"Odessa, TX",1,1.1321233075670072,1.233958333,1.320208333,1.4791666669999999
47580,"Warner Robins, GA",1,1.1457821976624238,1.2620833329999999,1.4125,1.5677083330000001
48300,"Wenatchee, WA",1,1.268947618428675,1.5338541669999999,1.615104167,1.6625
40220,"Roanoke, VA",1,1.1860992866324471,1.336041667,1.5,1.6645833330000002
41540,"Salisbury, MD-DE",1,1.1708003537292342,1.3441666669999999,1.4635416669999999,1.588229167
26300,"Hot Springs, AR",1,1.1637975945190957,1.299583333,1.4144791669999999,1.578958333
40580,"Rocky Mount, NC",1,1.1295002299060677,1.258333333,1.372604167,1.525
30300,"Lewiston, ID-WA",1,1.2556979495740417,1.45625,1.506770833,1.6625
12100,"Atlantic City-Hammonton, NJ",1,1.2151984917361065,1.4536458330000002,1.5463541669999998,1.680625
33860,"Montgomery, AL",1,1.1347825450288216,1.239791667,1.323333333,1.5
10540,"Albany-Lebanon, OR",1,1.1915787099967292,1.341458333,1.4125,1.524479167
41420,"Salem, OR",1,1.1915787099967292,1.341458333,1.4125,1.524479167
15680,"California-Lexington Park, MD",1,1.1542220206654907,1.291666667,1.4064583330000002,1.5473958330000002
41660,"San Angelo, TX",1,1.1386670335958886,1.197291667,1.3517708330000002,1.5515625
20020,"Dothan, AL",1,1.1088527358891085,1.184166667,1.29375,1.4425
12020,"Athens-Clarke County, GA",1,1.127907173566878,1.235416667,1.3442708330000002,1.5473958330000002
23580,"Gainesville, GA",1,1.127907173566878,1.235416667,1.3442708330000002,1.5473958330000002
43340,"Shreveport-Bossier City, LA",1,1.125314891862463,1.204583333,1.325,1.485416667
28420,"Kennewick-Richland, WA",1,1.2185303039727156,1.433020833,1.5130208330000001,1.6211458330000001
40660,"Rome, GA",1,1.1588810068909898,1.3378125,1.4122916669999999,1.5127083330000002
38220,"Pine Bluff, AR",1,1.1791269698175728,1.300208333,1.45375,1.6346875
18880,"Crestview-Fort Walton Beach-Destin, FL",1,1.100661022797616,1.132916667,1.259375,1.4826041669999999
37460,"Panama City, FL",1,1.087895986669067,1.136458333,1.245208333,1.4533333330000002
10740,"Albuquerque, NM",1,1.1902953008824235,1.4004166669999998,1.4694791669999998,1.5661458330000002
27140,"Jackson, MS",1,1.1262257023068392,1.205,1.3421875,1.5
31420,"Macon-Bibb County, GA",1,1.1236621458992175,1.205,1.3175,1.461979167
32780,"Medford, OR",1,1.2090751945873166,1.3858333330000001,1.463020833,1.5541666669999998
46520,"Urban Honolulu, HI",1,1.049898228076456,1.047916667,1.064583333,1.080208333
26380,"Houma-Thibodaux, LA",1,1.0930200346755932,1.102708333,1.236458333,1.4057291669999998
46220,"Tuscaloosa, AL",1,1.12913650064954,1.226875,1.3510416669999998,1.4921875
23460,"Gadsden, AL",1,1.132947978729544,1.2535416670000001,1.4065625,1.551875
22500,"Florence, SC",1,1.121549271877499,1.20625,1.325,1.4480208330000002
17420,"Cleveland, TN",1,1.1499631691196903,1.279583333,1.4002083330000001,1.5448958330000002
19140,"Dalton, GA",1,1.1499631691196903,1.279583333,1.4002083330000001,1.5448958330000002
16860,"Chattanooga, TN-GA",1,1.1499631691196903,1.279583333,1.4002083330000001,1.5448958330000002
43900,"Spartanburg, SC",1,1.1467742269542258,1.295416667,1.3979166669999998,1.553645833
36500,"Olympia-Lacey-Tumwater, WA",1,1.2182375357366595,1.390625,1.4489583330000002,1.5609375
17900,"Columbia, SC",1,1.1275170069375902,1.2352083329999999,1.337604167,1.532291667
17980,"Columbus, GA-AL",1,1.1165842928018246,1.167083333,1.276875,1.4479166669999999
15260,"Brunswick, GA",1,1.109989993309208,1.177083333,1.283125,1.455625
25980,"Hinesville, GA",1,1.1167179483170675,1.2039583329999999,1.304166667,1.4973958330000001
35100,"New Bern, NC",1,1.1057747936273516,1.204375,1.298958333,1.440625
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1,1.1412317513465515,1.245,1.3833333330000002,1.5473958330000002
29420,"Lake Havasu City-Kingman, AZ",1,1.1673540632748072,1.289166667,1.36875,1.4980208330000002
25620,"Hattiesburg, MS",1,1.115543491538866,1.225,1.325,1.459375
25220,"Hammond, LA",1,1.1050721918921207,1.18125,1.2820833329999999,1.420520833
36140,"Ocean City, NJ",1,1.1828809710972503,1.376041667,1.463020833,1.5677083330000001
17780,"College Station-Bryan, TX",1,1.0961396512543444,1.130208333,1.235,1.3441666669999999
12260,"Augusta-Richmond County, GA-SC",1,1.129214991765397,1.211041667,1.321458333,1.5058333330000002
16740,"Charlotte-Concord-Gastonia, NC-SC",1,1.1477016410117165,1.269791667,1.361458333,1.5203125
13380,"Bellingham, WA",1,1.241967179585636,1.3979166669999998,1.478125,1.5583333330000002
34580,"Mount Vernon-Anacortes, WA",1,1.241967179585636,1.3979166669999998,1.478125,1.5583333330000002
19300,"Daphne-Fairhope-Foley, AL",1,1.087253832413307,1.142916667,1.2308333329999999,1.344583333
14740,"Bremerton-Silverdale-Port Orchard, WA",1,1.228862010804747,1.3833333330000002,1.4411458330000002,1.513541667
10780,"Alexandria, LA",1,1.103337176303543,1.138541667,1.256041667,1.419791667
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1,1.1091246228129616,1.197083333,1.318333333,1.4558333330000002
45220,"Tallahassee, FL",1,1.0841531041795045,1.132708333,1.218541667,1.373125
46340,"Tyler, TX",1,1.1251090424493433,1.205833333,1.318333333,1.483333333
33660,"Mobile, AL",1,1.0897483404965904,1.132291667,1.24875,1.440729167
21660,"Eugene-Springfield, OR",1,1.2069453117335358,1.376041667,1.4416666669999998,1.509895833
42340,"Savannah, GA",1,1.0977501825635545,1.12375,1.238958333,1.4546875
43420,"Sierra Vista-Douglas, AZ",1,1.1206437001738578,1.246041667,1.319583333,1.4125
33740,"Monroe, LA",1,1.1227808693543384,1.17,1.324166667,1.469791667
11500,"Anniston-Oxford, AL",1,1.114771402499024,1.2279166670000001,1.339583333,1.496875
45500,"Texarkana, TX-AR",1,1.1339988582385334,1.245,1.330625,1.459895833
31020,"Longview, WA",1,1.1936210654244268,1.340833333,1.4125,1.5
47300,"Visalia, CA",1,1.1246940399223908,1.220625,1.282291667,1.3864583330000002
12940,"Baton Rouge, LA",1,1.1012325126585012,1.1470833329999999,1.252916667,1.4394791669999998
41100,"St. George, UT",1,1.1695259608680988,1.265,1.334791667,1.4484375
17020,"Chico, CA",1,1.1389433031248524,1.251145833,1.313541667,1.400520833
49700,"Yuba City, CA",1,1.1389433031248524,1.251145833,1.313541667,1.400520833
46660,"Valdosta, GA",1,1.0929619615654875,1.156666667,1.231875,1.3434375
24420,"Grants Pass, OR",1,1.2516220418720072,1.4479166669999999,1.513541667,1.6354166669999999
29340,"Lake Charles, LA",1,1.0934141325477489,1.132083333,1.2179166670000001,1.3858333330000001
16700,"Charleston-North Charleston, SC",1,1.104039236184103,1.164583333,1.283333333,1.478125
47020,"Victoria, TX",1,1.0888730066552532,1.1125,1.165,1.340833333
21340,"El Paso, TX",1,1.1287375338855794,1.2335416670000001,1.3116666670000001,1.4270833330000001
19660,"Deltona-Daytona Beach-Ormond Beach, FL",1,1.0515606258627506,1.0625,1.116666667,1.224791667
29820,"Las Vegas-Henderson-Paradise, NV",1,1.1496049577197782,1.1975,1.258333333,1.414166667
28660,"Killeen-Temple, TX",1,1.1394727871635424,1.165625,1.324479167,1.4682291669999998
47460,"Walla Walla, WA",1,1.2224832230045737,1.4125,1.5,1.6489583330000002
37860,"Pensacola-Ferry Pass-Brent, FL",1,1.069414294348594,1.0825,1.163125,1.292916667
29180,"Lafayette, LA",1,1.0938129928971905,1.148125,1.238333333,1.3858333330000001
48900,"Wilmington, NC",1,1.1128092177353266,1.223333333,1.330416667,1.4416666669999998
34900,"Napa, CA",1,1.1203148714918454,1.245833333,1.295416667,1.361458333
25940,"Hilton Head Island-Bluffton, SC",1,1.103683772810498,1.210416667,1.28625,1.41375
18700,"Corvallis, OR",1,1.1793204669505393,1.3116666670000001,1.3866666669999999,1.478125
46700,"Vallejo, CA",1,1.1311297157153566,1.271666667,1.322708333,1.390625
25260,"Hanford-Corcoran, CA",1,1.138624972136566,1.241875,1.317083333,1.405208333
10500,"Albany, GA",1,1.094659283592809,1.143333333,1.261875,1.371666667
42660,"Seattle-Tacoma-Bellevue, WA",1,1.1876720695067102,1.325,1.3979166669999998,1.485416667
12420,"Austin-Round Rock-Georgetown, TX",1,1.09020694517205,1.107458333,1.175208333,1.325
29460,"Lakeland-Winter Haven, FL",1,1.0725783790732724,1.076458333,1.130208333,1.3
42700,"Sebring-Avon Park, FL",1,1.0725783790732724,1.076458333,1.130208333,1.3
30980,"Longview, TX",1,1.1205798816715424,1.1975,1.3075,1.426145833
18580,"Corpus Christi, TX",1,1.080088706083714,1.1,1.14375,1.265
46060,"Tucson, AZ",1,1.1149273786269127,1.151875,1.220208333,1.3446875
13140,"Beaumont-Port Arthur, TX",1,1.0887365736985684,1.108958333,1.176666667,1.339583333
23420,"Fresno, CA",1,1.1305357550648245,1.225,1.294375,1.3864583330000002
31460,"Madera, CA",1,1.1305357550648245,1.225,1.294375,1.3864583330000002
23540,"Gainesville, FL",1,1.0770541061410777,1.109791667,1.183333333,1.321979167
38900,"Portland-Vancouver-Hillsboro, OR-WA",1,1.1922161988142703,1.3433333330000001,1.4125,1.4714583330000002
29700,"Laredo, TX",1,1.1119312242038628,1.1318333329999999,1.176875,1.32625
39820,"Redding, CA",1,1.1448505212023143,1.245625,1.30375,1.413125
44700,"Stockton, CA",1,1.127076960503353,1.238333333,1.314583333,1.4125
32900,"Merced, CA",1,1.1197279150706128,1.2179166670000001,1.278333333,1.3441666669999999
41500,"Salinas, CA",1,1.1085520376226574,1.2175,1.258333333,1.309583333
41940,"San Jose-Sunnyvale-Santa Clara, CA",1,1.1085520376226574,1.2175,1.258333333,1.309583333
45300,"Tampa-St. Petersburg-Clearwater, FL",1,1.064205175167037,1.072916667,1.1125,1.200833333
42220,"Santa Rosa-Petaluma, CA",1,1.1273046982684516,1.238541667,1.278125,1.37
40140,"Riverside-San Bernardino-Ontario, CA",1,1.1269628171803017,1.185833333,1.244375,1.3365625
40900,"Sacramento-Roseville-Folsom, CA",1,1.1323801395321005,1.239166667,1.322708333,1.390625
27260,"Jacksonville, FL",1,1.072242287205328,1.090625,1.15625,1.298958333
33700,"Modesto, CA",1,1.1147458954427611,1.204166667,1.271666667,1.3541666669999999
32580,"McAllen-Edinburg-Mission, TX",1,1.0863175488118022,1.1125,1.127916667,1.240208333
42020,"San Luis Obispo-Paso Robles, CA",1,1.0856450266174815,1.190625,1.245,1.3075
35380,"New Orleans-Metairie, LA",1,1.0853431627782282,1.1125,1.165,1.356041667
37100,"Oxnard-Thousand Oaks-Ventura, CA",1,1.05461856979473,1.156666667,1.19125,1.26
35840,"North Port-Sarasota-Bradenton, FL",1,1.0539448617373564,1.0633333329999999,1.08125,1.197083333
12540,"Bakersfield, CA",1,1.1190045571878713,1.2039583329999999,1.271666667,1.332291667
42100,"Santa Cruz-Watsonville, CA",1,1.0872501672521,1.190416667,1.265,1.336875
41860,"San Francisco-Oakland-Berkeley, CA",1,1.1031805978749287,1.186041667,1.245,1.298958333
42680,"Sebastian-Vero Beach, FL",1,1.039310163468659,1.054166667,1.070625,1.124583333
36740,"Orlando-Kissimmee-Sanford, FL",1,1.0510784784998854,1.061041667,1.082291667,1.183541667
37340,"Palm Bay-Melbourne-Titusville, FL",1,1.03746088009038,1.052083333,1.070833333,1.163125
42200,"Santa Maria-Santa Barbara, CA",1,1.0643268045237329,1.168541667,1.211666667,1.274583333
15980,"Cape Coral-Fort Myers, FL",1,1.058550724685082,1.0625,1.076041667,1.111458333
39460,"Punta Gorda, FL",1,1.058550724685082,1.0625,1.076041667,1.111458333
26420,"Houston-The Woodlands-Sugar Land, TX",1,1.0719708570325508,1.103125,1.164583333,1.258333333
31080,"Los Angeles-Long Beach-Anaheim, CA",1,1.0686745972587754,1.136666667,1.17,1.238333333
20940,"El Centro, CA",1,1.1056394914112877,1.147708333,1.159333333,1.201875
41740,"San Diego-Chula Vista-Carlsbad, CA",1,1.0566123441506223,1.163958333,1.184166667,1.218333333
15180,"Brownsville-Harlingen, TX",1,1.0712998791117134,1.097458333,1.117791667,1.2022916670000001
